name,totalVoters,ballotsCast,voterTurnout,percentReporting,perdue,ossoff,loeffler,warnock,county,sosid
1B,1330,0,0.0,1,0,0,0,0,Appling,0011B
1C,868,0,0.0,1,0,0,0,0,Appling,0011C
2,2308,0,0.0,1,0,0,0,0,Appling,0012
3A1,815,0,0.0,1,0,0,0,0,Appling,0013A1
3C,1605,0,0.0,1,0,0,0,0,Appling,0013C
4B,883,0,0.0,1,0,0,0,0,Appling,0014B
4D,1529,0,0.0,1,0,0,0,0,Appling,0014D
5A,1164,0,0.0,1,0,0,0,0,Appling,0015A
5B,1162,0,0.0,1,0,0,0,0,Appling,0015B
Pearson County,1841,87,4.73,1,58,29,59,28,Atkinson,0030001
Axson,751,26,3.46,1,23,3,22,4,Atkinson,0030002
Willacoochee,1342,69,5.14,1,32,37,31,37,Atkinson,0030003
Pearson City,943,62,6.57,1,19,43,20,42,Atkinson,0030004
Douglas,6720,4137,61.56,4,3566,558,3569,558,Bacon,005DOUGL
Anna,168,117,69.64,4,88,29,88,29,Baker,007A
Elmodel,399,262,65.66,4,127,134,130,131,Baker,007E
Hoggards Mill,359,211,58.77,4,101,107,105,104,Baker,007H
Milford,274,193,70.44,4,129,64,128,64,Baker,007M
Newton,1075,658,61.21,4,365,290,365,291,Baker,007N
South Milledgeville,1266,673,53.16,4,129,536,128,541,Baldwin,009CTY1
City Hall Annex,969,306,31.58,2,71,229,71,233,Baldwin,009CTY2
Boddie,1406,406,28.88,2,65,340,64,342,Baldwin,009CTY3
Courthouse,511,178,34.83,2,62,116,59,119,Baldwin,009CTY4
Fire Dept,1508,838,55.57,4,162,674,162,674,Baldwin,009CTY5
North Milledgeville,2240,1517,67.72,4,719,798,719,796,Baldwin,009CTY6
Meriweather,2888,1564,54.16,2,907,653,902,661,Baldwin,009MERI
East Baldwin,3877,1889,48.72,2,1019,867,1013,872,Baldwin,009MONT
Scottsboro,1131,399,35.28,2,210,188,211,188,Baldwin,0091714
North Baldwin,3550,1925,54.23,2,1295,628,1294,630,Baldwin,009318
West Baldwin,1900,912,48.0,2,446,464,443,469,Baldwin,009319
East Hardwick,1322,327,24.74,2,62,262,63,263,Baldwin,009321E
West Hardwick,2933,1301,44.36,2,245,1051,241,1058,Baldwin,009321W
Coopers,1587,626,39.45,2,385,241,387,239,Baldwin,009322
Anderson,0,0,0.0,1,0,0,0,0,Banks,0110001
Baldwin,0,0,0.0,1,0,0,0,0,Banks,0110002
Berlin,0,0,0.0,1,0,0,0,0,Banks,0110003
Bushville,0,0,0.0,1,0,0,0,0,Banks,0110004
Columbia,0,0,0.0,1,0,0,0,0,Banks,0110005
Davids,0,0,0.0,1,0,0,0,0,Banks,0110006
Golden Hill,0,0,0.0,1,0,0,0,0,Banks,0110007
Grove River,0,0,0.0,1,0,0,0,0,Banks,0110008
Hollingsworth,0,0,0.0,1,0,0,0,0,Banks,0110009
Homer,0,0,0.0,1,0,0,0,0,Banks,0110010
Poplar Springs,0,0,0.0,1,0,0,0,0,Banks,0110011
Washington,0,0,0.0,1,0,0,0,0,Banks,0110012
Wilmonts,0,0,0.0,1,0,0,0,0,Banks,0110013
01 Bethlehem Community Center,3414,0,0.0,1,0,0,0,0,Barrow,01301
02 Bethlehem Church - 211,6911,0,0.0,1,0,0,0,0,Barrow,01302
03 Hmong New Hope Alliance Church ,6475,0,0.0,1,0,0,0,0,Barrow,01303
04 Covenant Life Sanctuary ,4089,0,0.0,1,0,0,0,0,Barrow,01304
05 Fire Station 1 (Statham),8554,0,0.0,1,0,0,0,0,Barrow,01305
08 First Baptist Church Winder,7152,0,0.0,1,0,0,0,0,Barrow,01308
13 Winder Community Center,9639,0,0.0,1,0,0,0,0,Barrow,01313
16 The Church at Winder,10585,0,0.0,1,0,0,0,0,Barrow,01316
Adairsville,7148,0,0.0,1,0,0,0,0,Bartow,01501
Allatoona,4834,0,0.0,1,0,0,0,0,Bartow,01502
Cartersville East,6974,0,0.0,1,0,0,0,0,Bartow,01503
Cartersville West,8229,0,0.0,1,0,0,0,0,Bartow,01504
Cassville,4661,0,0.0,1,0,0,0,0,Bartow,01505
Center,4055,0,0.0,1,0,0,0,0,Bartow,01506
Emerson,3160,0,0.0,1,0,0,0,0,Bartow,01507
Euharlee,5482,0,0.0,1,0,0,0,0,Bartow,01508
Folsom,1476,0,0.0,1,0,0,0,0,Bartow,01509
Hamilton Crossing,6735,0,0.0,1,0,0,0,0,Bartow,01517
Kingston,2747,0,0.0,1,0,0,0,0,Bartow,01510
Mission Road,4090,0,0.0,1,0,0,0,0,Bartow,01511
Pine Log,2159,0,0.0,1,0,0,0,0,Bartow,01512
Taylorsville,2888,0,0.0,1,0,0,0,0,Bartow,01514
White,2759,0,0.0,1,0,0,0,0,Bartow,01515
Zena Drive,6571,0,0.0,1,0,0,0,0,Bartow,01516
Woodland,1914,0,0.0,1,0,0,0,0,Bartow,01518
East,4040,2151,53.24,4,1027,1112,1028,1118,Ben Hill,0171
West,6047,3581,59.22,4,2500,1070,2501,1075,Ben Hill,0172
West Berrien,1023,287,28.05,2,241,43,244,43,Berrien,01911062
Ray City,2014,602,29.89,2,487,115,482,120,Berrien,0191144
Nashville,6237,3537,56.71,4,2934,598,2939,591,Berrien,0191157
Enigma,1141,221,19.37,2,188,33,187,33,Berrien,0191642
Alapaha,1159,327,28.21,2,223,104,222,105,Berrien,019518
East Macon 1,2145,567,26.43,2,9,554,8,557,Bibb,021EM1
East Macon 2,4001,1411,35.27,2,63,1343,60,1349,Bibb,021EM2
East Macon 3,3707,1322,35.66,2,273,1047,271,1051,Bibb,021EM3
East Macon 4,2324,842,36.23,2,25,810,27,814,Bibb,021EM4
East Macon 5,2594,1068,41.17,2,185,882,186,880,Bibb,021EM5
Godfrey 1,6424,2005,31.21,2,119,1873,107,1893,Bibb,021GF1
Godfrey 2,2229,517,23.19,2,29,481,30,487,Bibb,021GF2
Godfrey 3,3360,1069,31.82,2,80,984,79,990,Bibb,021GF3
Godfrey 4,1482,531,35.83,2,51,477,50,480,Bibb,021GF4
Godfrey 5,4875,1486,30.48,2,138,1342,133,1352,Bibb,021GF5
Hazzard 1,3430,1123,32.74,2,114,1007,112,1010,Bibb,021HA1
Hazzard 2,4248,1407,33.12,2,450,952,450,954,Bibb,021HA2
Hazzard 3,6216,2835,45.61,2,596,2232,594,2235,Bibb,021HA3
Hazzard 4,2287,2159,94.4,2,1059,1100,1056,1102,Bibb,021HA4
Howard 1,2640,1711,64.81,2,1053,658,1047,660,Bibb,021HO1
Howard 2,3455,1555,45.01,2,947,608,946,608,Bibb,021HO2
Howard 3,6463,2701,41.79,2,1263,1436,1253,1441,Bibb,021HO3
Howard 4,1757,754,42.91,2,351,403,344,410,Bibb,021HO4
Howard 5,2323,737,31.73,2,236,499,234,502,Bibb,021HO5
Howard 6,2224,948,42.63,2,479,467,472,474,Bibb,021HO6
Howard 7,2927,1302,44.48,2,736,564,729,571,Bibb,021HO7
Rutland 1,5931,2322,39.15,2,1056,1262,1050,1269,Bibb,021RU1
Rutland 2,3576,1111,31.07,2,540,570,540,570,Bibb,021RU2
Vineville 1,3678,1352,36.76,2,331,1017,326,1025,Bibb,021VV1
Vineville 2,2122,724,34.12,2,129,593,129,593,Bibb,021VV2
Vineville 3,3196,1150,35.98,2,81,1065,78,1070,Bibb,021VV3
Vineville 4,4260,1394,32.72,2,125,1266,121,1272,Bibb,021VV4
Vineville 5,2387,1046,43.82,2,490,556,486,559,Bibb,021VV5
Vineville 6,3072,1266,41.21,2,497,765,488,776,Bibb,021VV6
Warrior 1,2662,875,32.87,2,399,476,394,480,Bibb,021WA1
Warrior 2,8082,1292,15.99,2,592,697,590,700,Bibb,021WA2
Fairground,7743,5113,66.03,4,3918,1188,3896,1212,Bleckley,0231
Hoboken,3039,2040,67.13,4,1903,133,1908,130,Brantley,0251
Nahunta,4073,2431,59.69,4,2192,234,2189,233,Brantley,0252
Waynesville,4169,2158,51.76,4,1907,248,1901,250,Brantley,0253
Quitman,0,1457,0.0,4,687,767,690,765,Brooks,0271199
Barwick,0,59,0.0,2,36,23,36,23,Brooks,0271230
Dixie,0,274,0.0,2,137,134,141,132,Brooks,0271402
Briggs,0,539,0.0,2,435,103,434,103,Brooks,0271650
Nankin,0,391,0.0,4,349,41,348,43,Brooks,027659
Morven,0,469,0.0,2,360,109,358,109,Brooks,027660
Pavo,0,119,0.0,2,91,28,90,29,Brooks,0271712
Pembroke,2706,784,28.97,2,520,263,517,264,Bryan,0291
Danielsiding,2326,785,33.75,2,621,164,622,162,Bryan,02910
Ellabell,2390,679,28.41,2,564,114,562,116,Bryan,0292
Black Creek,3038,777,25.58,2,615,162,615,161,Bryan,0293
Ways Station,2011,548,27.25,2,331,216,334,214,Bryan,0294
RH Rec Complex,3336,942,28.24,2,529,413,529,413,Bryan,0295
JF Gregory Park,2941,1451,49.34,2,1157,294,1153,296,Bryan,0296
Keller,4371,1871,42.8,2,1361,510,1355,515,Bryan,0297
Hwy 144 East,5594,2203,39.38,2,1425,776,1429,772,Bryan,0298
Public Safety Complex,2631,699,26.57,2,405,294,407,291,Bryan,0299
Lockhart,738,0,0.0,1,0,0,0,0,Bulloch,0311
Emit,3435,0,0.0,1,0,0,0,0,Bulloch,03110
Statesboro,7165,0,0.0,1,0,0,0,0,Bulloch,03111
Portal,1775,0,0.0,1,0,0,0,0,Bulloch,03112
Fair,6438,0,0.0,1,0,0,0,0,Bulloch,03113
Church,5894,0,0.0,1,0,0,0,0,Bulloch,03114
Pittman Park,5389,0,0.0,1,0,0,0,0,Bulloch,03115
Leefield,1032,0,0.0,1,0,0,0,0,Bulloch,03116
Blitch,1903,0,0.0,1,0,0,0,0,Bulloch,0312
Hagin,2466,0,0.0,1,0,0,0,0,Bulloch,0313
Brooklet,3409,0,0.0,1,0,0,0,0,Bulloch,0314
Stilson,2196,0,0.0,1,0,0,0,0,Bulloch,0315
Bay,1650,0,0.0,1,0,0,0,0,Bulloch,0316
Nevils,1326,0,0.0,1,0,0,0,0,Bulloch,0317
Sinkhole,495,0,0.0,1,0,0,0,0,Bulloch,0318
Register,992,0,0.0,1,0,0,0,0,Bulloch,0319
Alexander,395,170,43.04,2,110,59,108,61,Burke,0330001
Four Points,2602,748,28.75,2,560,187,562,184,Burke,0330002
Girard,742,286,38.54,2,146,140,146,140,Burke,0330003
Gough,438,144,32.88,2,59,85,59,84,Burke,0330004
Greenscut,1056,284,26.89,2,175,106,175,109,Burke,0330005
Keysville,482,168,34.85,2,75,92,75,92,Burke,0330006
Midville,496,194,39.11,2,87,104,83,107,Burke,0330007
Munnerlyn,305,98,32.13,2,67,30,68,30,Burke,0330008
Sardis,1058,385,36.39,2,246,137,243,139,Burke,0330009
Scotts Crossroads,294,100,34.01,2,43,54,43,55,Burke,0330010
Telfair,1146,313,27.31,2,194,118,195,118,Burke,0330011
St Clair,451,142,31.49,2,79,63,79,63,Burke,0330012
Vidette,315,129,40.95,2,72,56,73,56,Burke,0330013
North Waynesboro,3001,567,18.89,2,123,441,122,442,Burke,0330014
South Waynesboro,3316,717,21.62,2,405,311,408,308,Burke,0330015
Blakeney,696,163,23.42,2,62,101,62,101,Burke,0330016
Butts County Admin Bldg,0,9750,0.0,4,6964,2772,6945,2791,Butts,035BCAB
Leary,726,296,40.77,2,120,176,120,176,Calhoun,0371
Morgan,668,351,52.54,2,232,118,233,117,Calhoun,0372
Edison,534,162,30.34,2,22,139,24,137,Calhoun,0373
Edison-Arlington,651,251,38.56,2,79,171,79,171,Calhoun,0374
Arlington,690,308,44.64,2,65,239,65,241,Calhoun,0375
Jack Strickland Comm Center,0,3919,0.0,4,2780,1133,2786,1130,Candler,043CAND
Kansas,1188,255,21.46,2,223,32,221,34,Carroll,0451006
Bowdon,3319,840,25.31,2,568,271,557,282,Carroll,0451111
Sandhill,4518,1552,34.35,2,1040,510,1031,517,Carroll,0451122
Center Point,1804,650,36.03,2,541,107,542,107,Carroll,0451152
Mt Zion,2710,679,25.06,2,504,173,506,173,Carroll,0451240
Burwell,1584,410,25.88,2,295,114,296,114,Carroll,0451371
Clem,3731,1503,40.28,2,1091,410,1079,421,Carroll,0451483
Bowdon Junction,1577,470,29.8,2,329,141,328,142,Carroll,0451496
Tyus,1935,521,26.93,2,411,110,410,110,Carroll,0451533
Fairfield,3924,1450,36.95,2,927,523,918,531,Carroll,0451540
Hulett,2454,796,32.44,2,604,191,603,190,Carroll,0451542
Bethany,4845,1510,31.17,2,778,731,765,740,Carroll,045501
V R County South,2997,1051,35.07,2,785,265,783,268,Carroll,045640
V R County North,5562,1708,30.71,2,1002,704,997,710,Carroll,045641
Villa Rica City,7367,2289,31.07,2,914,1373,900,1386,Carroll,045642
Temple County,4418,1235,27.95,2,917,317,912,323,Carroll,045649
Temple City,3799,968,25.48,2,493,475,484,480,Carroll,045650
Whitesburg,2209,570,25.8,2,437,132,434,135,Carroll,045682
Roopville,3280,1020,31.1,2,818,199,808,211,Carroll,045713
West Carrollton,4451,1272,28.58,2,421,849,417,854,Carroll,045714A1
Lakeshore Rec Center,1701,685,40.27,2,353,331,352,331,Carroll,045714A2
Bonner,3769,1540,40.86,2,847,689,836,702,Carroll,045714A3
University of W GA,2174,748,34.41,2,444,303,438,308,Carroll,045714A4
County Admin Bldg,2656,1135,42.73,2,607,524,601,533,Carroll,045714A5
Tabernacle Church,1640,719,43.84,2,444,272,443,276,Carroll,045714A6
Burson Center,1483,612,41.27,2,352,259,350,260,Carroll,045714BN
Old Camp Church,2342,894,38.17,2,605,289,601,292,Carroll,045714BW
Oak Grove,1681,553,32.9,2,380,173,372,181,Carroll,045715
Blackstock,2025,592,29.23,2,460,131,463,128,Catoosa,047BLCK
Boynton,6157,2643,42.93,2,1975,665,1974,664,Catoosa,047BOYN
Catoosa Keith,2679,967,36.1,2,740,224,742,223,Catoosa,047CAKT
Chambers,2588,1157,44.71,2,921,233,920,235,Catoosa,047CHAM
Ft Oglethorpe,4160,1556,37.4,2,1095,460,1095,458,Catoosa,047FT O
Graysville,4606,1657,35.97,2,1244,408,1248,405,Catoosa,047GRAY
Lakeview,3650,1174,32.16,2,866,305,871,300,Catoosa,047LAKE
Poplar Springs,4273,1732,40.53,2,1356,373,1355,375,Catoosa,047POPS
Ringgold,7583,3328,43.89,2,2396,925,2395,928,Catoosa,047RING
Westside,6050,2446,40.43,2,1808,625,1811,626,Catoosa,047WEST
Woodstation,2996,1101,36.75,2,839,259,839,260,Catoosa,047WOOD
Folkston,0,959,0.0,2,403,555,401,554,Charlton,0492
GA Bend,0,73,0.0,2,59,13,60,11,Charlton,0493B
St George,0,148,0.0,2,137,11,139,9,Charlton,0493S
American Legion,0,344,0.0,2,302,42,304,40,Charlton,0494A
Homeland,0,318,0.0,2,280,37,280,36,Charlton,0494H
Folkston Fire,0,311,0.0,2,264,47,265,45,Charlton,0495F
Racepond,0,101,0.0,2,88,13,88,13,Charlton,0495R
Winokur,0,74,0.0,2,66,8,66,8,Charlton,0495W
1-01C First Presbyterian Church,0,0,0.0,1,0,0,0,0,Chatham,0511-01C
1-05C JEA Building,0,0,0.0,1,0,0,0,0,Chatham,0511-05C
1-06C Central Church of Christ,0,0,0.0,1,0,0,0,0,Chatham,0511-06C
1-08C Grace United Methodist Church,0,0,0.0,1,0,0,0,0,Chatham,0511-08C
1-09C Immanuel Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0511-09C
1-10C St Thomas Episcopal Church,0,0,0.0,1,0,0,0,0,Chatham,0511-10C
1-12C Isle of Hope Baptist,0,0,0.0,1,0,0,0,0,Chatham,0511-12C
1-13C The Sanctuary,0,0,0.0,1,0,0,0,0,Chatham,0511-13C
1-14C Compassion Christian Church,0,0,0.0,1,0,0,0,0,Chatham,0511-14C
1-16C Ferguson Ave Baptist,0,0,0.0,1,0,0,0,0,Chatham,0511-16C
1-17C Islands Christian Church,0,0,0.0,1,0,0,0,0,Chatham,0511-17C
2-02C Blackshear Community Center,0,0,0.0,1,0,0,0,0,Chatham,0512-02C
2-03C W W Law Center,0,0,0.0,1,0,0,0,0,Chatham,0512-03C
2-04C Fellowship of Love Church,0,0,0.0,1,0,0,0,0,Chatham,0512-04C
2-05C Holy Spirit Lutheran Church,0,0,0.0,1,0,0,0,0,Chatham,0512-05C
2-06C Eli Whitney Complex,0,0,0.0,1,0,0,0,0,Chatham,0512-06C
2-07C Christ Community Church,0,0,0.0,1,0,0,0,0,Chatham,0512-07C
2-09C Salvation Army,0,0,0.0,1,0,0,0,0,Chatham,0512-09C
2-11C Stillwell Towers,0,0,0.0,1,0,0,0,0,Chatham,0512-11C
2-12C Williams Court Apts,0,0,0.0,1,0,0,0,0,Chatham,0512-12C
3-01C Old Courthouse,0,0,0.0,1,0,0,0,0,Chatham,0513-01C
3-02C Temple Mickve Israel,0,0,0.0,1,0,0,0,0,Chatham,0513-02C
3-03C Savannah High School,0,0,0.0,1,0,0,0,0,Chatham,0513-03C
3-04C First African Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0513-04C
3-05C Aldersgate Youth Center,0,0,0.0,1,0,0,0,0,Chatham,0513-05C
3-08C Jenkins High School,0,0,0.0,1,0,0,0,0,Chatham,0513-08C
3-09C Cokesbury Methodist,0,0,0.0,1,0,0,0,0,Chatham,0513-09C
3-10C Bible Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0513-10C
3-11C Southside Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0513-11C
3-12C Thunderbolt Muni Complex,0,0,0.0,1,0,0,0,0,Chatham,0513-12C
3-13C New Cov 7 Day Adv Ch,0,0,0.0,1,0,0,0,0,Chatham,0513-13C
3-14C Oglethorpe Charter Academy,0,0,0.0,1,0,0,0,0,Chatham,0513-14C
3-15C Eli Whitney Complex,0,0,0.0,1,0,0,0,0,Chatham,0513-15C
4-02C Frank Murray Comm Center,0,0,0.0,1,0,0,0,0,Chatham,0514-02C
4-04C Lighthouse Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0514-04C
4-05C St Francis Episcopal Church,0,0,0.0,1,0,0,0,0,Chatham,0514-05C
4-06C First Baptist of the Island,0,0,0.0,1,0,0,0,0,Chatham,0514-06C
4-07C Wilmington Island UMC,0,0,0.0,1,0,0,0,0,Chatham,0514-07C
4-08C Wilmington Island Pres Church,0,0,0.0,1,0,0,0,0,Chatham,0514-08C
4-10C Guard House Comm Ctr,0,0,0.0,1,0,0,0,0,Chatham,0514-10C
4-11C Tybee Island School Cafe,0,0,0.0,1,0,0,0,0,Chatham,0514-11C
4-12C St Peters Episcopal,0,0,0.0,1,0,0,0,0,Chatham,0514-12C
4-13C Skidaway Island Pres Church,0,0,0.0,1,0,0,0,0,Chatham,0514-13C
4-14C Skidaway Island Baptist,0,0,0.0,1,0,0,0,0,Chatham,0514-14C
4-15C Skidaway Island State Park,0,0,0.0,1,0,0,0,0,Chatham,0514-15C
5-01C Bartlett Middle School,0,0,0.0,1,0,0,0,0,Chatham,0515-01C
5-02C Senior Citizens Center,0,0,0.0,1,0,0,0,0,Chatham,0515-02C
5-03C Butler Presbyterian Church,0,0,0.0,1,0,0,0,0,Chatham,0515-03C
5-05C Liberty City Comm Ctr,0,0,0.0,1,0,0,0,0,Chatham,0515-05C
5-06C Seed Church,0,0,0.0,1,0,0,0,0,Chatham,0515-06C
5-07C Station 1,0,0,0.0,1,0,0,0,0,Chatham,0515-07C
5-08C Savannah Primitive BC,0,0,0.0,1,0,0,0,0,Chatham,0515-08C
5-10C Tatumville Community Center,0,0,0.0,1,0,0,0,0,Chatham,0515-10C
5-11C Largo-Tibet Elementary,0,0,0.0,1,0,0,0,0,Chatham,0515-11C
6-01C White Bluff Presbyterian,0,0,0.0,1,0,0,0,0,Chatham,0516-01C
6-02C Windsor Forest Baptist,0,0,0.0,1,0,0,0,0,Chatham,0516-02C
6-03C Crusader Comm Center,0,0,0.0,1,0,0,0,0,Chatham,0516-03C
6-05C Windsor Hall,0,0,0.0,1,0,0,0,0,Chatham,0516-05C
6-06C The Light Church,0,0,0.0,1,0,0,0,0,Chatham,0516-06C
6-08C Christ Memorial Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0516-08C
6-09C Trinity Lutheran Church,0,0,0.0,1,0,0,0,0,Chatham,0516-09C
6-10C Station 3,0,0,0.0,1,0,0,0,0,Chatham,0516-10C
6-11C Bamboo Farms,0,0,0.0,1,0,0,0,0,Chatham,0516-11C
7-01C Garden City Senior Ctr,0,0,0.0,1,0,0,0,0,Chatham,0517-01C
7-03C PB Edwards Gym,0,0,0.0,1,0,0,0,0,Chatham,0517-03C
7-04C Lake Shore Comm Ctr,0,0,0.0,1,0,0,0,0,Chatham,0517-04C
7-05C Woodlawn Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0517-05C
7-06C Pooler City Hall,0,0,0.0,1,0,0,0,0,Chatham,0517-06C
7-07C Rothwell Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0517-07C
7-08C Bloomingdale Comm Ctr,0,0,0.0,1,0,0,0,0,Chatham,0517-08C
7-09C Savannah Holy C of G,0,0,0.0,1,0,0,0,0,Chatham,0517-09C
7-10C Progressive Rec Center,0,0,0.0,1,0,0,0,0,Chatham,0517-10C
7-11C Seventh Day Adv Church,0,0,0.0,1,0,0,0,0,Chatham,0517-11C
7-12C Pooler Church,0,0,0.0,1,0,0,0,0,Chatham,0517-12C
7-13C Southside Fire Trng Ctr,0,0,0.0,1,0,0,0,0,Chatham,0517-13C
7-14C Coastal Cathedral,0,0,0.0,1,0,0,0,0,Chatham,0517-14C
7-15C Rice Creek School,0,0,0.0,1,0,0,0,0,Chatham,0517-15C
7-16C Pooler Recreation Center Gymnasium,0,0,0.0,1,0,0,0,0,Chatham,0517-16C
8-01C Civic Center,0,0,0.0,1,0,0,0,0,Chatham,0518-01C
8-02C Hellenic Center,0,0,0.0,1,0,0,0,0,Chatham,0518-02C
8-03C Silk Hope Baptist Church,0,0,0.0,1,0,0,0,0,Chatham,0518-03C
8-05C W Broad St YMCA,0,0,0.0,1,0,0,0,0,Chatham,0518-05C
8-06C Tompkins Rec Center,0,0,0.0,1,0,0,0,0,Chatham,0518-06C
8-07C Woodville-Tompkins TI,0,0,0.0,1,0,0,0,0,Chatham,0518-07C
8-08C Resur of Our Lord Church,0,0,0.0,1,0,0,0,0,Chatham,0518-08C
8-09C Moses Jackson Center,0,0,0.0,1,0,0,0,0,Chatham,0518-09C
8-10C Carver Heights Comm Ctr,0,0,0.0,1,0,0,0,0,Chatham,0518-10C
8-11C Butler Elementary,0,0,0.0,1,0,0,0,0,Chatham,0518-11C
8-12C Beach High School,0,0,0.0,1,0,0,0,0,Chatham,0518-12C
8-13C Savannah Christian,0,0,0.0,1,0,0,0,0,Chatham,0518-13C
8-15C Garden City Rec Center,0,0,0.0,1,0,0,0,0,Chatham,0518-15C
8-16C Royal Cinemas and IMAX,0,0,0.0,1,0,0,0,0,Chatham,0518-16C
Activity Center,0,1319,0.0,4,712,604,716,599,Chattahoochee,0531
Air Acres,3077,0,0.0,1,0,0,0,0,Cherokee,057001
Arnold Mill,4963,0,0.0,1,0,0,0,0,Cherokee,057002
Avery,3660,0,0.0,1,0,0,0,0,Cherokee,057003
Ball Ground,4133,0,0.0,1,0,0,0,0,Cherokee,057004
Bascomb,4149,0,0.0,1,0,0,0,0,Cherokee,057005
Bells,5990,0,0.0,1,0,0,0,0,Cherokee,057006
Booth,3930,0,0.0,1,0,0,0,0,Cherokee,057007
Bradshaw,4556,0,0.0,1,0,0,0,0,Cherokee,057008
Bridgemill,5168,0,0.0,1,0,0,0,0,Cherokee,057009
Canton,8411,0,0.0,1,0,0,0,0,Cherokee,057010
Carmel,4704,0,0.0,1,0,0,0,0,Cherokee,057011
Clayton,5043,0,0.0,1,0,0,0,0,Cherokee,057013
Conns Creek,922,0,0.0,1,0,0,0,0,Cherokee,057014
Deer Run,3065,0,0.0,1,0,0,0,0,Cherokee,057015
Dixie,5804,0,0.0,1,0,0,0,0,Cherokee,057016
Freehome,5889,0,0.0,1,0,0,0,0,Cherokee,057018
Hickory Flat,7502,0,0.0,1,0,0,0,0,Cherokee,057019
Hightower,3534,0,0.0,1,0,0,0,0,Cherokee,057020
Hillside,3189,0,0.0,1,0,0,0,0,Cherokee,057021
Holly Springs,3359,0,0.0,1,0,0,0,0,Cherokee,057022
Kellogg,5575,0,0.0,1,0,0,0,0,Cherokee,057023
Liberty,8490,0,0.0,1,0,0,0,0,Cherokee,057024
Little River,7568,0,0.0,1,0,0,0,0,Cherokee,057026
Macedonia,4926,0,0.0,1,0,0,0,0,Cherokee,057027
Mountain Road,3112,0,0.0,1,0,0,0,0,Cherokee,057028
Neese,4609,0,0.0,1,0,0,0,0,Cherokee,057044
Oak Grove,3793,0,0.0,1,0,0,0,0,Cherokee,057029
R M Moore,3522,0,0.0,1,0,0,0,0,Cherokee,057030
R T Jones,2559,0,0.0,1,0,0,0,0,Cherokee,057031
Rosecreek,3775,0,0.0,1,0,0,0,0,Cherokee,057032
Salacoa,747,0,0.0,1,0,0,0,0,Cherokee,057033
Sixes,3154,0,0.0,1,0,0,0,0,Cherokee,057034
Sutallee,2558,0,0.0,1,0,0,0,0,Cherokee,057035
Teasley,8118,0,0.0,1,0,0,0,0,Cherokee,057036
Toonigh,6734,0,0.0,1,0,0,0,0,Cherokee,057037
Union Hill,4289,0,0.0,1,0,0,0,0,Cherokee,057038
Univeter,5545,0,0.0,1,0,0,0,0,Cherokee,057039
Victoria,3205,0,0.0,1,0,0,0,0,Cherokee,057040
Waleska,2929,0,0.0,1,0,0,0,0,Cherokee,057041
Wildcat,3264,0,0.0,1,0,0,0,0,Cherokee,057042
Woodlands,3495,0,0.0,1,0,0,0,0,Cherokee,057043
Woodstock,7509,0,0.0,1,0,0,0,0,Cherokee,057012
1A,0,0,0.0,1,0,0,0,0,Clarke,0591A
1B,0,0,0.0,1,0,0,0,0,Clarke,0591B
1C,0,0,0.0,1,0,0,0,0,Clarke,0591C
1D,0,0,0.0,1,0,0,0,0,Clarke,0591D
2A,0,0,0.0,1,0,0,0,0,Clarke,0592A
2B,0,0,0.0,1,0,0,0,0,Clarke,0592B
3A,0,0,0.0,1,0,0,0,0,Clarke,0593A
3B,0,0,0.0,1,0,0,0,0,Clarke,0593B
4A,0,0,0.0,1,0,0,0,0,Clarke,0594A
4B,0,0,0.0,1,0,0,0,0,Clarke,0594B
5A,0,0,0.0,1,0,0,0,0,Clarke,0595A
5B,0,0,0.0,1,0,0,0,0,Clarke,0595B
5C,0,0,0.0,1,0,0,0,0,Clarke,0595C
5D,0,0,0.0,1,0,0,0,0,Clarke,0595D
6A,0,0,0.0,1,0,0,0,0,Clarke,0596A
6B,0,0,0.0,1,0,0,0,0,Clarke,0596B
6C,0,0,0.0,1,0,0,0,0,Clarke,0596C
6D,0,0,0.0,1,0,0,0,0,Clarke,0596D
7A,0,0,0.0,1,0,0,0,0,Clarke,0597A
7B,0,0,0.0,1,0,0,0,0,Clarke,0597B
7C,0,0,0.0,1,0,0,0,0,Clarke,0597C
8A,0,0,0.0,1,0,0,0,0,Clarke,0598A
8B,0,0,0.0,1,0,0,0,0,Clarke,0598B
8C,0,0,0.0,1,0,0,0,0,Clarke,0598C
Bluffton,0,254,0.0,4,161,92,160,93,Clay,0611
Zetto,0,210,0.0,4,66,143,67,142,Clay,0612
Court House,0,235,0.0,4,47,187,48,186,Clay,0613
Old Head Start,0,295,0.0,4,121,172,121,172,Clay,0614
Days Cross Road,0,320,0.0,4,186,134,185,134,Clay,0615
Ellenwood 1,3071,1679,54.67,2,56,1621,55,1624,Clayton,063EW1
Ellenwood 2,3332,1898,56.96,2,104,1793,105,1792,Clayton,063EW2
